Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
,,,,,37308,-89.02734,94,,,,,,
,,,,,37410,-97.12967,102,,,,,,
,,,,,37471,-88.74802,61,,,,,,
,,,,,37582,-125.83194,111,,,,,,
,,,,,37713,-115.29146,131,,,,,,
,,,,,37813,-42.01163,100,,,,,,
,,,,,37931,-77.05548,118,,,,,,
,,,,,38000,,,24.489360809326172,-8.198049545288086,-8.325130462646484,27.80454444885254,0.772,0.01
,,,,,38014,-79.77677,83,,,,,,
,,,,,38131,-105.54556,117,,,,,,
,,,,,38217,-77.02829,86,,,,,,
,,,,,38286,-55.49385,69,,,,,,
,,,,,38366,-77.534,80,,,,,,
,,,,,38446,-104.771324,80,,,,,,
,,,,,38542,-90.90235,96,,,,,,
,,,,,38656,-193.51059,114,,,,,,
,,,,,38780,-129.13927,124,,,,,,
,,,,,38896,-92.6468,116,,,,,,
,,,,,38979,-73.802185,83,,,,,,
,,,,,39000,,,18.357826232910156,-2.543731212615967,-1.77149498462677,38.953636169433594,0.766,0.01
,,,,,39125,-82.15044,146,,,,,,
,,,,,39215,-55.578007,90,,,,,,
,,,,,39311,-121.76534,96,,,,,,
,,,,,39438,-73.829926,127,,,,,,
,,,,,39547,-46.970665,109,,,,,,
,,,,,39633,-54.82947,86,,,,,,
,,,,,39741,-98.11372,108,,,,,,
,,,,,39894,-107.17058,153,,,,,,
-50.618996,25.261988,-22.62283,-100.11941,1000.0,40000,,,23.26154136657715,-3.648261308670044,-3.470903158187866,40.37437438964844,0.76,0.01
,,,,,40004,-340.18616,110,,,,,,
,,,,,40124,-77.933395,120,,,,,,
,,,,,40202,-101.515015,78,,,,,,
,,,,,40343,-107.5881,141,,,,,,
,,,,,40424,-100.27633,81,,,,,,
,,,,,40539,-123.42078,115,,,,,,
,,,,,40630,-101.00516,91,,,,,,
,,,,,40727,-117.51338,97,,,,,,
,,,,,40856,-15.569817,129,,,,,,
,,,,,40947,-67.250885,91,,,,,,
,,,,,41000,,,13.090179443359375,2.0377886295318604,3.0427472591400146,23.846508026123047,0.754,0.01
,,,,,41071,-25.555466,124,,,,,,
,,,,,41172,-359.82535,101,,,,,,
,,,,,41311,-58.978874,139,,,,,,
,,,,,41388,-88.506,77,,,,,,
,,,,,41473,-49.409714,85,,,,,,
,,,,,41595,-81.35075,122,,,,,,
,,,,,41710,-90.90978,115,,,,,,
,,,,,41814,-78.49498,104,,,,,,
,,,,,41925,-112.71806,111,,,,,,
,,,,,41986,-105.358315,61,,,,,,
,,,,,42000,,,13.117633819580078,0.7829558849334717,1.3013628721237183,31.976545333862305,0.748,0.01
,,,,,42097,-162.64883,111,,,,,,
,,,,,42196,-53.86225,99,,,,,,
,,,,,42315,-81.86633,119,,,,,,
,,,,,42399,-97.817184,84,,,,,,
,,,,,42516,-81.46068,117,,,,,,
,,,,,42644,0.9413452,128,,,,,,
,,,,,42740,-53.57312,96,,,,,,
,,,,,42829,-56.62847,89,,,,,,
,,,,,42899,-56.51233,70,,,,,,
,,,,,43000,-50.78158,101,,,,,,
,,,,,43000,,,74.8197021484375,-4.91433572769165,-3.5801639556884766,51.54553985595703,0.742,0.01
,,,,,43133,-113.82014,133,,,,,,
,,,,,43215,-30.09208,82,,,,,,
,,,,,43283,-75.40651,68,,,,,,
,,,,,43373,-92.921074,90,,,,,,
,,,,,43466,-90.934166,93,,,,,,
,,,,,43554,-108.87411,88,,,,,,
,,,,,43632,-68.49832,78,,,,,,
,,,,,43714,-11.769798,82,,,,,,
,,,,,43827,-121.17049,113,,,,,,
,,,,,43931,-43.038307,104,,,,,,
,,,,,44000,,,11.762393951416016,3.0105390548706055,3.2544045448303223,19.078886032104492,0.736,0.01
,,,,,44010,-54.349045,79,,,,,,
,,,,,44099,-101.43565,89,,,,,,
,,,,,44163,-64.41934,64,,,,,,
,,,,,44249,-94.65988,86,,,,,,
,,,,,44384,-1.2546234,135,,,,,,
,,,,,44472,-105.62474,88,,,,,,
,,,,,44582,-99.63306,110,,,,,,
,,,,,44723,-196.96309,141,,,,,,
,,,,,44800,-62.66996,77,,,,,,
,,,,,44881,-74.09464,81,,,,,,
,,,,,44986,-50.06066,105,,,,,,
,,,,,45000,,,22.95658302307129,-6.6930012702941895,-7.225336074829102,47.22076416015625,0.73,0.01
,,,,,45065,-49.861107,79,,,,,,
,,,,,45202,-45.78172,137,,,,,,
,,,,,45290,-61.666138,88,,,,,,
,,,,,45394,-168.45477,104,,,,,,
,,,,,45478,-92.424545,84,,,,,,
,,,,,45564,-65.0632,86,,,,,,
,,,,,45647,-74.5843,83,,,,,,
,,,,,45721,-41.7585,74,,,,,,
,,,,,45798,-69.81709,77,,,,,,
,,,,,45915,-164.47986,117,,,,,,
,,,,,46000,,,26.230867385864258,3.503811836242676,2.2989437580108643,33.520957946777344,0.724,0.01
,,,,,46046,-67.62175,131,,,,,,
,,,,,46140,-114.58968,94,,,,,,
,,,,,46274,-134.11572,134,,,,,,
,,,,,46353,-17.395767,79,,,,,,
,,,,,46449,-24.551758,96,,,,,,
,,,,,46559,-66.96171,110,,,,,,
,,,,,46666,-83.598175,107,,,,,,
,,,,,46794,-57.808426,128,,,,,,
,,,,,46874,-49.210827,80,,,,,,
,,,,,46950,-97.46036,76,,,,,,
,,,,,47000,,,17.1052303314209,0.47038209438323975,-0.8578287363052368,38.305423736572266,0.718,0.01
,,,,,47057,-156.31862,107,,,,,,
